LowAlpha,LowAlphaPhase,HighAlpha,HighAlphaPhase,LowBeta,LowBetaPhase,HighBeta,HighBetaPhase,LowGamma,LowGammePhase,HighGamma,HighGammaPhase,AvgAlpha,AvgBeta,AvgGamma,PrevAlpha1,PrevBeta1,PrevGamma1,PrevAlpha2,PrevBeta2,PrevGamma2,PrevAlpha3,PrevBeta3,PrevGamma3,PrevAlpha4,PrevBeta4,PrevGamma4,PrevAlpha5,PrevBeta5,PrevGamma5,eyesC
532.6679759,2.159822708,1336.549707,-1.694550439,755.3999569,0.404641095,468.3999605,-0.507579746,510.8957157,-0.669236255,431.3938,-0.53093065,934.6088415,611.8999587,471.1447578,1215.766291,618.7841346,410.5597168,777.9777275,591.8404257,404.6158794,960.5755259,590.3248373,439.6978898,856.7233776,664.9631621,476.168287,651.5527832,628.9396819,492.6579966,0
844.8604016,1.436806627,1233.00577,-1.221426733,827.6718367,-0.244269768,470.1177378,-0.536397562,368.7980149,-0.356028676,354.9272937,-0.714611958,1038.933086,648.8947872,361.8626543,934.6088415,611.8999587,471.1447578,1215.766291,618.7841346,410.5597168,777.9777275,591.8404257,404.6158794,960.5755259,590.3248373,439.6978898,856.7233776,664.9631621,476.168287,0
736.5685601,0.761768215,1247.954557,-0.681856959,808.2579549,-0.757053323,467.4060598,0.344836897,297.6018037,0.255972565,280.6296073,-0.085321435,992.2615585,637.8320074,289.1157055,1038.933086,648.8947872,361.8626543,934.6088415,611.8999587,471.1447578,1215.766291,618.7841346,410.5597168,777.9777275,591.8404257,404.6158794,960.5755259,590.3248373,439.6978898,0
977.1531816,-0.584821309,1202.085803,-0.278372801,791.3488068,0.009449361,415.6894653,0.582903079,299.4810841,-0.601851063,278.4109619,-0.702808855,1089.619492,603.519136,288.946023,992.2615585,637.8320074,289.1157055,1038.933086,648.8947872,361.8626543,934.6088415,611.8999587,471.1447578,1215.766291,618.7841346,410.5597168,777.9777275,591.8404257,404.6158794,0
971.2932638,-1.447116522,1193.777773,0.397737661,764.4622973,0.658227794,481.1735085,0.069433697,322.9162801,-1.426769922,328.7960017,-0.476489315,1082.535518,622.8179029,325.8561409,1089.619492,603.519136,288.946023,992.2615585,637.8320074,289.1157055,1038.933086,648.8947872,361.8626543,934.6088415,611.8999587,471.1447578,1215.766291,618.7841346,410.5597168,0
920.0397995,0.667162273,1066.505398,0.828871021,757.0843545,0.010984863,443.9208593,-0.267730656,263.5886272,-0.090206217,302.1357048,0.161856625,993.2725986,600.5026069,282.862166,1082.535518,622.8179029,325.8561409,1089.619492,603.519136,288.946023,992.2615585,637.8320074,289.1157055,1038.933086,648.8947872,361.8626543,934.6088415,611.8999587,471.1447578,0
1005.313306,0.038294075,963.0792679,-1.094758068,672.8801784,-0.623489044,457.9697423,0.192201253,293.1765808,0.398192927,343.1118364,1.217235933,984.1962868,565.4249604,318.1442086,993.2725986,600.5026069,282.862166,1082.535518,622.8179029,325.8561409,1089.619492,603.519136,288.946023,992.2615585,637.8320074,289.1157055,1038.933086,648.8947872,361.8626543,0
1089.290973,-0.424082302,870.5672682,0.466829805,920.0129071,0.216079231,503.7573874,0.472939828,293.5090358,-0.396191483,320.1312131,-0.21904606,979.9291207,711.8851472,306.8201244,984.1962868,565.4249604,318.1442086,993.2725986,600.5026069,282.862166,1082.535518,622.8179029,325.8561409,1089.619492,603.519136,288.946023,992.2615585,637.8320074,289.1157055,0
416.1199339,0.355496406,1553.151682,2.319736896,1273.894863,-0.756842141,467.2896832,1.382980361,343.2641224,0.368239672,337.9502413,0.233905479,984.635808,870.5922732,340.6071818,979.9291207,711.8851472,306.8201244,984.1962868,565.4249604,318.1442086,993.2725986,600.5026069,282.862166,1082.535518,622.8179029,325.8561409,1089.619492,603.519136,288.946023,0
814.1358866,-0.147069092,1618.777175,2.33535514,540.3656441,0.103623496,435.2360124,-0.555361039,295.651772,0.534103877,355.2851629,0.383867346,1216.456531,487.8008283,325.4684675,984.635808,870.5922732,340.6071818,979.9291207,711.8851472,306.8201244,984.1962868,565.4249604,318.1442086,993.2725986,600.5026069,282.862166,1082.535518,622.8179029,325.8561409,0
802.4054849,-1.274272107,1405.921836,-1.185157052,515.0712312,-0.000662995,453.2836282,-0.216887828,358.7129149,1.095249653,387.9072085,0.296993576,1104.16366,484.1774297,373.3100617,1216.456531,487.8008283,325.4684675,984.635808,870.5922732,340.6071818,979.9291207,711.8851472,306.8201244,984.1962868,565.4249604,318.1442086,993.2725986,600.5026069,282.862166,0
1014.092035,0.815821899,1372.725836,-0.45424342,590.2721682,0.81485871,480.0227079,0.501146265,356.1387352,0.446083889,403.0428915,-0.083388489,1193.408935,535.147438,379.5908134,1104.16366,484.1774297,373.3100617,1216.456531,487.8008283,325.4684675,984.635808,870.5922732,340.6071818,979.9291207,711.8851472,306.8201244,984.1962868,565.4249604,318.1442086,0
1000.829596,0.011369544,1431.677545,0.115409362,412.0467875,-1.703163031,437.0903358,-0.422087714,341.4498614,-0.183651014,399.6699823,-0.372816244,1216.253571,424.5685616,370.5599218,1193.408935,535.147438,379.5908134,1104.16366,484.1774297,373.3100617,1216.456531,487.8008283,325.4684675,984.635808,870.5922732,340.6071818,979.9291207,711.8851472,306.8201244,0
1082.599088,-0.819554864,1369.826831,0.891535488,527.7890418,-0.253768281,406.0282253,0.484899871,390.2296928,-0.466562147,435.2901868,-0.591977853,1226.212959,466.9086336,412.7599398,1216.253571,424.5685616,370.5599218,1193.408935,535.147438,379.5908134,1104.16366,484.1774297,373.3100617,1216.456531,487.8008283,325.4684675,984.635808,870.5922732,340.6071818,0
1378.030265,2.020064679,1449.280141,-0.457766466,602.0699552,1.044023045,512.7315892,0.75895822,484.7511312,0.303811007,454.5163349,0.626368601,1413.655203,557.4007722,469.6337331,1226.212959,466.9086336,412.7599398,1216.253571,424.5685616,370.5599218,1193.408935,535.147438,379.5908134,1104.16366,484.1774297,373.3100617,1216.456531,487.8008283,325.4684675,0
1189.48988,1.213187623,1390.677803,0.215765329,692.0612245,-0.384527385,498.0937708,0.448234518,436.835747,-0.154084377,411.2427285,0.249175476,1290.083841,595.0774976,424.0392378,1413.655203,557.4007722,469.6337331,1226.212959,466.9086336,412.7599398,1216.253571,424.5685616,370.5599218,1193.408935,535.147438,379.5908134,1104.16366,484.1774297,373.3100617,0
1196.644579,-0.039792535,1272.296839,0.815410126,708.8924768,0.233072128,505.6919213,-0.390627988,405.67066,-0.57644211,415.5564464,-0.713031884,1234.470709,607.2921991,410.6135532,1290.083841,595.0774976,424.0392378,1413.655203,557.4007722,469.6337331,1226.212959,466.9086336,412.7599398,1216.253571,424.5685616,370.5599218,1193.408935,535.147438,379.5908134,0
1156.816364,-0.8100263,962.345448,1.50894193,816.8687343,-0.050086551,519.9109264,-0.056505934,394.9900409,0.262193232,401.9454218,0.332655397,1059.580906,668.3898303,398.4677314,1234.470709,607.2921991,410.6135532,1290.083841,595.0774976,424.0392378,1413.655203,557.4007722,469.6337331,1226.212959,466.9086336,412.7599398,1216.253571,424.5685616,370.5599218,0
844.0468737,1.533779431,692.1123828,-0.139798052,711.9621898,0.286047351,645.1334689,-0.526763821,432.3891401,0.511722964,416.119334,0.29526524,768.0796282,678.5478294,424.254237,1059.580906,668.3898303,398.4677314,1234.470709,607.2921991,410.6135532,1290.083841,595.0774976,424.0392378,1413.655203,557.4007722,469.6337331,1226.212959,466.9086336,412.7599398,0
966.9804647,-0.11121677,543.8165667,0.452011217,782.1856935,-0.081150999,566.5790721,0.252501172,466.7531132,0.944346696,412.261153,0.934461794,755.3985157,674.3823828,439.5071331,768.0796282,678.5478294,424.254237,1059.580906,668.3898303,398.4677314,1234.470709,607.2921991,410.6135532,1290.083841,595.0774976,424.0392378,1413.655203,557.4007722,469.6337331,0
1512.660808,-1.033064561,576.772365,-0.937496202,793.1816666,-0.615967605,552.9614427,-0.293033947,459.2531047,0.496480312,401.4376544,0.084913317,1044.716587,673.0715547,430.3453796,755.3985157,674.3823828,439.5071331,768.0796282,678.5478294,424.254237,1059.580906,668.3898303,398.4677314,1234.470709,607.2921991,410.6135532,1290.083841,595.0774976,424.0392378,0
1793.694718,-1.575575764,639.504586,-0.277696259,857.6413361,-0.218815135,562.8169774,-0.209215951,424.7427747,-0.371833448,406.0732669,-0.275496139,1216.599652,710.2291567,415.4080208,1044.716587,673.0715547,430.3453796,755.3985157,674.3823828,439.5071331,768.0796282,678.5478294,424.254237,1059.580906,668.3898303,398.4677314,1234.470709,607.2921991,410.6135532,0
1715.213439,-2.419984996,739.2280615,-1.673906508,732.4637436,0.308804376,540.4302542,-0.007880319,429.6966724,0.043854324,396.4275713,-0.302925858,1227.22075,636.4469989,413.0621219,1216.599652,710.2291567,415.4080208,1044.716587,673.0715547,430.3453796,755.3985157,674.3823828,439.5071331,768.0796282,678.5478294,424.254237,1059.580906,668.3898303,398.4677314,0
1242.818941,-0.607819195,700.5222021,0.505709045,745.1950986,0.573048351,580.167653,0.941815147,470.6959932,1.245101542,419.5041548,0.353915932,971.6705714,662.6813758,445.100074,1227.22075,636.4469989,413.0621219,1216.599652,710.2291567,415.4080208,1044.716587,673.0715547,430.3453796,755.3985157,674.3823828,439.5071331,768.0796282,678.5478294,424.254237,0
1200.231133,-1.765788522,997.9992037,0.161780529,708.4800257,-0.483477554,494.7298032,-0.476607641,497.354144,-0.999579631,426.455102,-0.5552839,1099.115168,601.6049145,461.904623,971.6705714,662.6813758,445.100074,1227.22075,636.4469989,413.0621219,1216.599652,710.2291567,415.4080208,1044.716587,673.0715547,430.3453796,755.3985157,674.3823828,439.5071331,0
1129.781392,0.485661745,968.8270478,-1.323573017,681.1943468,0.179080794,401.9846945,0.261164021,426.7678845,-0.254134368,383.2886695,0.197897322,1049.30422,541.5895206,405.028277,1099.115168,601.6049145,461.904623,971.6705714,662.6813758,445.100074,1227.22075,636.4469989,413.0621219,1216.599652,710.2291567,415.4080208,1044.716587,673.0715547,430.3453796,0
1017.494239,2.314490811,954.1536408,-0.492183132,688.882993,-0.415480483,431.206152,0.748332786,415.2918467,-0.218360317,362.5554746,-0.346204473,985.82394,560.0445725,388.9236607,1049.30422,541.5895206,405.028277,1099.115168,601.6049145,461.904623,971.6705714,662.6813758,445.100074,1227.22075,636.4469989,413.0621219,1216.599652,710.2291567,415.4080208,0
893.3134455,1.912482805,917.9854946,0.047603364,703.0390509,0.21953868,431.7135096,-0.163812726,426.5570961,0.639888671,355.1224499,0.342354297,905.64947,567.3762803,390.839773,985.82394,560.0445725,388.9236607,1049.30422,541.5895206,405.028277,1099.115168,601.6049145,461.904623,971.6705714,662.6813758,445.100074,1227.22075,636.4469989,413.0621219,0
533.1738534,1.155512519,1139.623929,-1.216650521,474.9780353,-0.24944188,353.0099299,0.145070858,384.8779003,0.665514012,420.7458763,0.373883449,836.3988914,413.9939826,402.8118883,905.64947,567.3762803,390.839773,985.82394,560.0445725,388.9236607,1049.30422,541.5895206,405.028277,1099.115168,601.6049145,461.904623,971.6705714,662.6813758,445.100074,0
281.4082248,0.015362864,1188.503873,-0.738378223,551.4980257,-0.702495189,336.8204713,-0.66506001,360.2265219,-0.209504922,404.238832,-0.499651746,734.9560488,444.1592485,382.232677,836.3988914,413.9939826,402.8118883,905.64947,567.3762803,390.839773,985.82394,560.0445725,388.9236607,1049.30422,541.5895206,405.028277,1099.115168,601.6049145,461.904623,0
260.1716225,-0.694601943,1189.437699,-0.123910041,598.4203937,-0.166586133,348.9386501,-0.532140218,380.3149559,0.059211207,403.801613,-0.226902237,724.8046608,473.6795219,392.0582845,734.9560488,444.1592485,382.232677,836.3988914,413.9939826,402.8118883,905.64947,567.3762803,390.839773,985.82394,560.0445725,388.9236607,1049.30422,541.5895206,405.028277,0
613.9872738,1.467819471,904.8755466,-1.661794156,516.6654562,-0.874906306,332.5375711,0.793572735,352.781882,0.452980526,398.5606204,0.172904416,759.4314102,424.6015136,375.6712512,724.8046608,473.6795219,392.0582845,734.9560488,444.1592485,382.232677,836.3988914,413.9939826,402.8118883,905.64947,567.3762803,390.839773,985.82394,560.0445725,388.9236607,0
728.1237341,0.853947662,731.5829578,-0.981810885,528.2899007,0.037523529,326.0221029,-0.16912689,308.5100197,0.582434055,382.0203849,0.091795186,729.8533459,427.1560018,345.2652023,759.4314102,424.6015136,375.6712512,724.8046608,473.6795219,392.0582845,734.9560488,444.1592485,382.232677,836.3988914,413.9939826,402.8118883,905.64947,567.3762803,390.839773,0
576.2541163,-0.251959378,697.9157463,-0.427444208,557.9561423,-0.905942067,306.8809557,-0.105700625,272.3499926,0.454369833,363.34701,0.160141472,637.0849313,432.418549,317.8485013,729.8533459,427.1560018,345.2652023,759.4314102,424.6015136,375.6712512,724.8046608,473.6795219,392.0582845,734.9560488,444.1592485,382.232677,836.3988914,413.9939826,402.8118883,0
625.5691694,1.708410383,676.7407763,0.18104265,573.3483515,-0.429944284,326.2400395,0.824599672,314.0874626,-0.642087727,377.3524625,-0.732668132,651.1549729,449.7941955,345.7199626,637.0849313,432.418549,317.8485013,729.8533459,427.1560018,345.2652023,759.4314102,424.6015136,375.6712512,724.8046608,473.6795219,392.0582845,734.9560488,444.1592485,382.232677,0
779.8349485,1.167220339,741.9193376,0.772194965,565.6867628,0.145388664,338.0608751,0.513043218,297.6669686,0.852946395,371.2307784,0.385559035,760.8771431,451.873819,334.4488735,651.1549729,449.7941955,345.7199626,637.0849313,432.418549,317.8485013,729.8533459,427.1560018,345.2652023,759.4314102,424.6015136,375.6712512,724.8046608,473.6795219,392.0582845,0
359.12079,0.70288348,985.6724779,-2.6053593,560.4138967,-0.636891555,339.3076309,-0.007500804,300.2567789,0.148352401,370.1468655,0.148113326,672.3966339,449.8607638,335.2018222,760.8771431,451.873819,334.4488735,651.1549729,449.7941955,345.7199626,637.0849313,432.418549,317.8485013,729.8533459,427.1560018,345.2652023,759.4314102,424.6015136,375.6712512,0
646.27537,-0.006325266,628.3098749,-1.726461353,503.8595615,-0.009641764,396.3641571,1.277447362,336.4114201,1.043918986,378.2912129,0.862810501,637.2926225,450.1118593,357.3513165,672.3966339,449.8607638,335.2018222,760.8771431,451.873819,334.4488735,651.1549729,449.7941955,345.7199626,637.0849313,432.418549,317.8485013,729.8533459,427.1560018,345.2652023,0
452.6972315,-0.74050117,413.0602524,-1.041359152,566.7207424,0.606773935,337.001874,0.437820477,233.9030496,0.167102853,307.3704179,0.011481007,432.8787419,451.8613082,270.6367337,637.2926225,450.1118593,357.3513165,672.3966339,449.8607638,335.2018222,760.8771431,451.873819,334.4488735,651.1549729,449.7941955,345.7199626,637.0849313,432.418549,317.8485013,0
184.2636105,-0.543708142,445.8404166,-0.031620315,623.0522558,-0.613223903,367.6029058,0.12729479,292.6592982,2.13836785,322.9755711,1.479397313,315.0520136,495.3275808,307.8174347,432.8787419,451.8613082,270.6367337,637.2926225,450.1118593,357.3513165,672.3966339,449.8607638,335.2018222,760.8771431,451.873819,334.4488735,651.1549729,449.7941955,345.7199626,0
432.3771068,1.785816017,604.4394406,2.395399684,444.9076999,0.892109267,337.3116392,0.72276192,256.0237021,-0.604223253,306.5531819,-0.110239134,518.4082737,391.1096696,281.288442,315.0520136,495.3275808,307.8174347,432.8787419,451.8613082,270.6367337,637.2926225,450.1118593,357.3513165,672.3966339,449.8607638,335.2018222,760.8771431,451.873819,334.4488735,0
261.4654749,0.651918572,415.631054,-1.212194697,477.1405793,0.518941364,332.9175353,0.865600292,264.4672424,1.378634021,318.2118873,0.646697848,338.5482644,405.0290573,291.3395649,518.4082737,391.1096696,281.288442,315.0520136,495.3275808,307.8174347,432.8787419,451.8613082,270.6367337,637.2926225,450.1118593,357.3513165,672.3966339,449.8607638,335.2018222,0
390.4727466,-1.274690048,360.6312515,-0.400652634,509.3287929,0.348612199,352.7585112,-0.900806525,210.8231998,-0.092863482,274.6991001,-0.053854447,375.551999,431.0436521,242.7611499,338.5482644,405.0290573,291.3395649,518.4082737,391.1096696,281.288442,315.0520136,495.3275808,307.8174347,432.8787419,451.8613082,270.6367337,637.2926225,450.1118593,357.3513165,0
416.223364,-2.67428823,398.963905,0.217884854,526.2549176,-0.503323279,347.1360172,-0.922910342,215.292999,0.347421809,277.0000074,0.337238065,407.5936345,436.6954674,246.1465032,375.551999,431.0436521,242.7611499,338.5482644,405.0290573,291.3395649,518.4082737,391.1096696,281.288442,315.0520136,495.3275808,307.8174347,432.8787419,451.8613082,270.6367337,0
299.0142554,-0.72204978,319.7776144,0.442892492,709.080405,1.329268367,356.1619026,1.167076251,269.3751334,0.519795744,271.1078427,0.223929235,309.3959349,532.6211538,270.2414881,407.5936345,436.6954674,246.1465032,375.551999,431.0436521,242.7611499,338.5482644,405.0290573,291.3395649,518.4082737,391.1096696,281.288442,315.0520136,495.3275808,307.8174347,0
422.0453311,-1.376916932,345.1654455,-0.520429299,490.1510684,-0.304523012,373.5599149,0.302635306,242.3163933,0.101568273,257.6884903,0.096818863,383.6053883,431.8554917,250.0024418,309.3959349,532.6211538,270.2414881,407.5936345,436.6954674,246.1465032,375.551999,431.0436521,242.7611499,338.5482644,405.0290573,291.3395649,518.4082737,391.1096696,281.288442,0
207.3143361,-2.005773317,272.9004684,0.214918969,442.3603719,-0.947571292,428.9374473,-0.209697144,267.0912498,-0.777233287,268.4418275,-0.543654962,240.1074022,435.6489096,267.7665386,383.6053883,431.8554917,250.0024418,309.3959349,532.6211538,270.2414881,407.5936345,436.6954674,246.1465032,375.551999,431.0436521,242.7611499,338.5482644,405.0290573,291.3395649,0
245.5494773,-0.218662422,281.8586645,-1.192247032,405.6754778,-0.312980635,410.3499337,0.176009466,294.0880824,-0.484045651,293.9864696,-0.363554365,263.7040709,408.0127058,294.037276,240.1074022,435.6489096,267.7665386,383.6053883,431.8554917,250.0024418,309.3959349,532.6211538,270.2414881,407.5936345,436.6954674,246.1465032,375.551999,431.0436521,242.7611499,0
240.3729437,2.336632299,430.1678203,-2.403492477,518.2842667,-1.00321665,473.4327508,-0.628971086,297.9103497,-0.525413165,306.4243868,-0.255654867,335.270382,495.8585088,302.1673683,263.7040709,408.0127058,294.037276,240.1074022,435.6489096,267.7665386,383.6053883,431.8554917,250.0024418,309.3959349,532.6211538,270.2414881,407.5936345,436.6954674,246.1465032,0
334.0974783,-0.04614454,595.0328703,-1.523375264,455.0166085,0.445027014,453.7744986,-0.253913375,291.597727,-0.18784076,311.6689097,-0.400377309,464.5651743,454.3955536,301.6333183,335.270382,495.8585088,302.1673683,263.7040709,408.0127058,294.037276,240.1074022,435.6489096,267.7665386,383.6053883,431.8554917,250.0024418,309.3959349,532.6211538,270.2414881,0
509.3445866,0.103224825,377.1853438,-1.168934754,508.6887328,-1.231903015,456.4211956,-0.070179411,266.9223696,-0.013065395,298.7884908,-0.1489422,443.2649652,482.5549642,282.8554302,464.5651743,454.3955536,301.6333183,335.270382,495.8585088,302.1673683,263.7040709,408.0127058,294.037276,240.1074022,435.6489096,267.7665386,383.6053883,431.8554917,250.0024418,0
601.1821836,-0.477365832,342.9057925,-0.699046493,487.8885105,0.494015027,423.2382827,-0.80623355,280.9210517,-0.627327561,324.543063,-0.162740067,472.0439881,455.5633966,302.7320574,443.2649652,482.5549642,282.8554302,464.5651743,454.3955536,301.6333183,335.270382,495.8585088,302.1673683,263.7040709,408.0127058,294.037276,240.1074022,435.6489096,267.7665386,0
763.7553289,-0.861973728,270.726069,-0.997034282,516.6749844,2.073016328,398.1229161,-0.298740943,260.0385311,0.032163152,294.6425434,-0.328046703,517.240699,457.3989502,277.3405373,472.0439881,455.5633966,302.7320574,443.2649652,482.5549642,282.8554302,464.5651743,454.3955536,301.6333183,335.270382,495.8585088,302.1673683,263.7040709,408.0127058,294.037276,0
586.8199249,-1.686667414,359.4842514,-0.096243729,434.2682393,-1.031016919,411.92297,0.263703395,285.2798541,-1.070055007,298.5452969,-0.744856155,473.1520882,423.0956047,291.9125755,517.240699,457.3989502,277.3405373,472.0439881,455.5633966,302.7320574,443.2649652,482.5549642,282.8554302,464.5651743,454.3955536,301.6333183,335.270382,495.8585088,302.1673683,0
609.9745403,0.413807701,458.40747,0.570657255,481.2925599,-0.303407694,403.9120281,-0.639966254,328.0592942,-0.641322195,294.2598234,-0.532473465,534.1910051,442.602294,311.1595588,473.1520882,423.0956047,291.9125755,517.240699,457.3989502,277.3405373,472.0439881,455.5633966,302.7320574,443.2649652,482.5549642,282.8554302,464.5651743,454.3955536,301.6333183,0
